epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,8365.56,1.51086,1.32465,1.70122,0.84449,0.63119,0.77106,0.50424,1.29831,1.0502,1.57378,0.0002378,0.0002378,0.0002378
180,8412.05,1.51361,1.33279,1.72901,0.83177,0.64404,0.77029,0.49342,1.3226,1.07303,1.58673,0.0002279,0.0002279,0.0002279
181,8458.17,1.4712,1.28128,1.69796,0.84773,0.63486,0.76778,0.49658,1.3101,1.06963,1.5832,0.000218,0.000218,0.000218
182,8504.4,1.47459,1.29868,1.70081,0.84852,0.63853,0.77162,0.4998,1.30571,1.06714,1.57718,0.0002081,0.0002081,0.0002081
183,8550.64,1.48889,1.31722,1.69616,0.83088,0.64771,0.77185,0.4979,1.31018,1.06799,1.58411,0.0001982,0.0001982,0.0001982
184,8596.91,1.47102,1.24638,1.66961,0.84052,0.6367,0.76756,0.48397,1.34611,1.0798,1.60654,0.0001883,0.0001883,0.0001883
185,8643.04,1.53093,1.33716,1.73832,0.84348,0.62936,0.7682,0.49127,1.32115,1.06629,1.58844,0.0001784,0.0001784,0.0001784
186,8689.99,1.51893,1.29202,1.68076,0.81764,0.64037,0.77484,0.50403,1.30246,1.03912,1.56618,0.0001685,0.0001685,0.0001685
187,8736.41,1.51476,1.26462,1.71234,0.81046,0.66055,0.77624,0.50883,1.28103,1.02892,1.55352,0.0001586,0.0001586,0.0001586
188,8782.99,1.50683,1.28651,1.67415,0.82683,0.66055,0.77985,0.50743,1.27433,1.04423,1.5574,0.0001487,0.0001487,0.0001487
189,8829.32,1.49239,1.28406,1.70657,0.84632,0.65321,0.78233,0.50763,1.28439,1.0561,1.56498,0.0001388,0.0001388,0.0001388
190,8876.23,1.43785,1.26536,1.69031,0.84437,0.66701,0.78616,0.52173,1.24413,1.02668,1.53826,0.0001289,0.0001289,0.0001289
191,8922.32,1.43314,1.45161,1.63089,0.85323,0.65688,0.78213,0.52135,1.24841,1.02701,1.53663,0.000119,0.000119,0.000119
192,8968.61,1.4273,1.37675,1.65357,0.84066,0.65138,0.77646,0.51033,1.28643,1.04715,1.55866,0.0001091,0.0001091,0.0001091
193,9014.37,1.4188,1.3472,1.65218,0.83562,0.65321,0.77609,0.50546,1.30567,1.06003,1.56794,9.92e-05,9.92e-05,9.92e-05
194,9060.26,1.43437,1.28839,1.68448,0.84793,0.64455,0.77028,0.4983,1.32175,1.07689,1.5747,8.93e-05,8.93e-05,8.93e-05
195,9106.08,1.41857,1.25202,1.60432,0.85189,0.65435,0.77068,0.50097,1.31803,1.07168,1.57002,7.94e-05,7.94e-05,7.94e-05
196,9151.78,1.32956,1.21677,1.58957,0.84922,0.65107,0.77621,0.50887,1.29714,1.04549,1.55524,6.95e-05,6.95e-05,6.95e-05
197,9197.31,1.37252,1.2074,1.6097,0.83096,0.66606,0.78085,0.5156,1.28424,1.03731,1.54644,5.96e-05,5.96e-05,5.96e-05
198,9243.06,1.42697,1.21089,1.60465,0.83306,0.66841,0.78516,0.5221,1.26949,1.02684,1.5375,4.97e-05,4.97e-05,4.97e-05
199,9288.91,1.40989,1.22555,1.63508,0.83858,0.67339,0.78958,0.5259,1.26385,1.02246,1.53344,3.98e-05,3.98e-05,3.98e-05
200,9334.77,1.41579,1.20549,1.63032,0.84368,0.6734,0.79315,0.52679,1.26061,1.02556,1.53175,2.99e-05,2.99e-05,2.99e-05
